Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Delivery Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes,Prices
WOW! Momo,3.7,4.2,66,0,Fast Food,Sealdah Area, Kolkata,Veg Delight Pan Fried Momo in Schezwan Sauce,,8,165.0
Aromas Cafe & Bistro,4.3,4.0,0,0,Beverages,Linking Road, Mumbai,Green Veggie Steak,,0,679.0
Oye Kiddan,,3.4,0,0,Desserts,Matunga East, Mumbai,Veg Paratha Meal,,7,225.0
The Tea Planet,3.4,3.6,0,116,Coffee,Attapur, Hyderabad,Hot Hazelnut Coffee [330 ml],,0,99.0
Rawat Mishthan Bhandar,,4.2,0,213,Street Food,Sindhi Camp, Jaipur,Pineapple Barfi,BESTSELLER,0,125.0
Chidambaram New Moorthy Cafe,4.3,4.1,246,0,Beverages,Anna Nagar West, Chennai,Prawn 65,,0,359.0
Hotel Nayaab,4.3,4.0,540,0,Beverages,Charminar, Hyderabad,Golden Fish,,11,299.0
Ariena Boutique Hotel,3.9,4.2,13,523,Pizza,Purena, Raipur,Manchurian Fish Gravy,,0,525.0
Smokin' Joe's,3.1,3.6,131,0,Sandwich,Wadala, Mumbai,Jain Corn Feast Pizza,,0,340.0
NIC Ice Creams,,4.5,0,0,Desserts,Frazer Town, Bangalore,Chocochips Ice Cream 100ml,MUST TRY,11,67.8
Chung Fa Restaurant,4.1,4.0,586,355,Fast Food,Mahanagar, Lucknow,Non Veg Special E Fu Mein Noodles,CHEF'S SPECIAL,7,425.0
Theobroma,3.3,4.3,32,0,Beverages,Lavelle Road, Bangalore,Roasted Chicken & Mustard Sandwich [250g],,0,230.0
Pai Brothers Fast Food,4.1,4.2,528,0,Street Food,MG Road, Kochi,Podi Duck Masala Dosa,,0,150.0
Shivam Bhojnalay,3.0,3.5,149,0,Gujarati,Gurukul, Ahmedabad,Aloo Onion Paratha,MUST TRY,134,140.0
Keventers - Milkshakes & Desserts,3.4,4.1,5,0,Desserts,New Market Area, Kolkata,Cookies & Cream Ice Cream [100 ml],,18,83.9
Piazza Pizza By Little Italy,3.7,3.4,26,163,Fast Food,Camp Area, Pune,Walnut Brownie,,0,99.0
MOJO Pizza - 2X Toppings,,4.3,0,0,Beverages,Bund Garden Road, Pune,"VEG Regular 7"" Make Your Own Pizza",,0,275.0
Anju Sweets,4.3,3.8,711,0,Desserts,Inderlok, New Delhi,Chilli Patato with Veg Steamed Momos [8 Pieces] and Coke [750 ml],,5,270.0
Veggiies,4.1,3.7,154,0,Pizza,Civil Lines, Raipur,Cheese Burger,BESTSELLER,18,179.99
Momo I Am,4.4,4.3,0,0,Pizza,City Centre 1, Kolkata,Veg Good Karma Soup,,6,260.0
New King Safina Hotel,3.8,4.3,146,0,North Indian,Charminar, Hyderabad,Beef Mutton Biryani Jumbo Pack,,14,600.0
Cafe 36,3.1,4.1,10,148,Pizza,Samta Colony, Raipur,Veg Sanghai Roll,,0,150.0
Writer's Cafe,4.1,4.0,31,0,Beverages,Egmore, Chennai,Chilli Cheese Toastie,,0,190.0
Papadams Blue,4.0,3.9,625,0,Desserts,Kothapet, Hyderabad,Paneer Fried Rice,,0,310.0
McDonald's,3.6,3.9,152,0,Fast Food,Anna Salai, Chennai,Corn & Cheese Burger,,73,149.52
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Pinto Bean,,86,109.0
Savoury Sea Shell,4.0,4.1,848,0,Sichuan,Thousand Lights, Chennai,Omani,,0,214.0
WOW! China,4.0,3.8,77,709,Seafood,Aminijikarai, Chennai,Paneer Schezwan Sauce Regular,SPICY,5,235.0
Chote Nawab,4.0,3.6,668,0,Sichuan,Chembur, Mumbai,Chicken Handi,,21,345.0
NR - Navaratna Udupi Pure Veg,,3.8,2,418,South Indian,Porvorim, Goa,Veg Chilli Milli,,0,230.0
Sodhani Sweets Pvt. Ltd.,,4.4,0,0,Mithai,Bapu Nagar, Jaipur,Small Gulab Jamun,MUST TRY,142,219.05
Paradise Biryani,3.7,3.5,46,0,Desserts,Charminar Area, Hyderabad,Paneer Tikka Kebab,,8,329.0
Razakhiya Hotel,3.7,3.9,60,0,Sichuan,HBR Layout, Bangalore,Chicken 65,,47,130.0
La Pino'z Pizza,4.0,3.8,164,0,Fast Food,C Scheme, Jaipur,Burn To Hell Pizza,,24,275.0
Mayur Pan House,4.3,3.9,564,0,Ice Cream,Abids, Hyderabad,Simply Veg Pizza,,0,200.0
Balaji Fast Food,3.8,3.4,5,708,Street Food,Brahmpuri, Jaipur,Double Cheese Burger,,0,100.0
NH1 Bowls - Highway To North,,4.3,0,727,Beverages,Dhole Patil Road, Pune,Masala Raita,,12,35.0
Rawat Mishthan Bhandar,,4.2,0,213,Street Food,Sindhi Camp, Jaipur,Pineapple Barfi,BESTSELLER,0,125.0
Sethi Bar-Be-Que,,4.0,0,0,Rolls,Bani Park, Jaipur,Green Salad,,0,120.0
Chitale Xpress,,4.3,0,108,Beverages,Prabhadevi, Mumbai,Chitale Gulkand Ice Cream,BESTSELLER,0,65.0
Gopi Bhog,3.7,3.6,10,0,Biryani,Bapunagar, Ahmedabad,Stuff Mixveg Tawa Paratha With Curd + Pickle,,0,238.0
Ferrara Pizzeria,3.9,4.1,27,319,Fast Food,Nungambakkam, Chennai,Cheese Garlic Bread,,30,359.0
Pizza Studio,4.0,3.9,685,0,Fast Food,Laxmi Nagar, New Delhi,Chilli Garlic Burger,,0,106.5
Wat-a-Burger! - India ka Burger,3.4,4.0,289,0,Beverages,Connaught Place, New Delhi,French Fries Small,BESTSELLER,7,109.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Makhana,,0,133.93
SP Burger,3.9,4.1,130,0,Sichuan,Chembur, Mumbai,Veg noodles Schezwan Frankie,,17,58.5
Burger Shack,3.9,4.2,78,0,Beverages,C Scheme, Jaipur,Achari Chatkara Burger,,50,79.0
Hyderabadi Laziz,3.8,3.5,74,0,Hyderabadi,Karve Nagar, Pune,Chicken Dalcha Rice with Seekh Kabab,,0,409.0
Pizza Unlimited,3.0,3.6,14,0,Beverages,Pink City, Jaipur,Tandoori Paneer Panini Sandwich,,0,155.0
McDonald's,3.6,3.9,152,0,Fast Food,Anna Salai, Chennai,Grilled Chicken & Cheese Burger + Masala Wedges (R),,0,196.19
UBQ by Barbeque Nation,,3.9,0,0,Desserts,Nungambakkam, Chennai,Chocolate Milkshake,,0,139.0
Rominus Pizza And Burger,3.7,4.0,35,0,Fast Food,C Scheme, Jaipur,White Sauce Veg Pasta,,54,100.0
Hotel Rumaan,4.1,4.1,0,115,North Indian,Charminar, Hyderabad,Chicken Tikka,,0,180.0
Bunk Class,4.0,3.7,211,0,Pizza,Amanaka, Raipur,Paneer Mushroom Fried Rice,,0,145.0
Real Arabia,4.0,3.5,291,0,Juices,Palarivattom, Kochi,Garlic chicken Boneless,,0,362.5
Prithvi Hotel,3.8,4.0,254,0,Desserts,Mani Nagar, Ahmedabad,Fried Papad,,7,25.0
Meat And Eat,3.0,3.7,77,0,Beverages,Royapettah, Chennai,Extra Cheese,,0,20.0
Choice Only Veg,4.1,4.2,148,0,Chinese,Fatima Nagar, Pune,Pomegranate Juice,,0,90.0
Cheelizza - India Ka Pizza,,3.9,0,333,Fast Food,Worli, Mumbai,Paneer Tikka Butter Masala Medium [Thin Wheat Crust],,0,589.0
McDonald's,3.6,4.0,0,0,Beverages,Star Mall, Mumbai,McSaver Chicken Strips (2 Pc),,0,103.81
La Pino'z Pizza,3.6,3.8,26,944,Fast Food,Kankurgachi, Kolkata,Capsicum & Chicken Tikka Pizza,,6,145.0
La Pino'z Pizza,3.6,3.8,26,944,Fast Food,Kankurgachi, Kolkata,Korma Chicken Pizza (personal Giant Slice (22.5 Cm)),,0,285.0
Ambur Star Briyani,4.2,4.0,207,0,Sichuan,T. Nagar, Chennai,Egg Fried Rice,,0,240.0
Babal Da Punjabi Dabha,4.4,4.2,405,0,Beverages,Egmore, Chennai,Butter Naan,BESTSELLER,303,70.0
Subway,3.8,3.8,113,0,Beverages,Malakpet, Hyderabad,Chicken Kofta Sandwich,BESTSELLER,0,249.0
Little Italy,4.4,3.8,349,0,Pizza,Nungambakkam, Chennai,One Pound Cheese Cake,,0,900.0
Ambaram Fast Food,3.8,3.6,35,0,Biryani,Egmore, Chennai,Chicken Fried Rice,BESTSELLER,221,155.0
Real Arabia,4.0,3.5,291,0,Juices,Palarivattom, Kochi,Mushroom Ginger,,0,237.5
Ohh Taco,,3.3,0,37,Shake,Gopalpura, Jaipur,Chicken Masala Burger,,0,169.0
Wendy's Burgers,,4.1,0,0,Beverages,Abids, Hyderabad,Spicy Paneer Delight Burger + Deluxe Veggie Burger,,0,299.0
Ovenstory Pizza,,4.4,0,0,Fast Food,Shaniwar Peth, Pune,Corn & Cheese Semizza (Half Pizza),BESTSELLER,33,219.0
Fayrouz,4.3,4.1,322,0,Beverages,Prahlad Nagar, Ahmedabad,Chicken Tikka Masala,BESTSELLER,74,545.0
Biggies Burger,4.0,4.2,102,487,Desserts,FC Road, Pune,Chicken Beamer Wrap,,0,239.0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Kaju Chicken Curry,,0,319.0
Gajanand Pauva House,3.7,3.9,15,214,Shake,Navrangpura, Ahmedabad,Plain Upma [200 grams],BESTSELLER,0,60.0
Meghana Foods,4.3,4.4,0,0,Seafood,Residency Road, Bangalore,Veg Kadai,,23,260.0
Apoorva Delicacies,3.8,4.1,654,0,Beverages,Dadar Shivaji Park, Mumbai,Cheese Masala Grilled Sandwich,,0,245.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Orange Pineapple,,0,351.27
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,Classic Chicken Steak,,63,314.3
Buhari Special Juice,4.0,4.3,74,0,Beverages,Palarivattom, Kochi,Tender Coconut Chocolate Shake,,20,90.0
KMS Hakkim Kalyana Biriyani,2.9,3.7,17,819,Beverages,Nungambakkam, Chennai,Sangrilla Chicken,,0,286.0
Eagle Bites Pizza,4.3,4.0,0,0,Pizza,Ruby Hospital Area, Kolkata,Coolberg Ginger 330 Ml,MUST TRY,0,120.0
Lucky Restaurant,4.1,4.0,0,0,Beverages,Saroor Nagar, Hyderabad,Boneless Chicken Biryani,BESTSELLER,380,310.0
Ovenstory Pizza,,4.4,0,0,Fast Food,Shaniwar Peth, Pune,Corn & Cheese Semizza (Half Pizza),BESTSELLER,33,219.0
Kuduk Chicken,4.2,4.1,309,869,Fast Food,Gomti Nagar, Lucknow,Pocket Friendly Meal 6,,30,399.0
Hotel Sennthur,3.8,4.2,171,0,Beverages,Anna Salai, Chennai,Red Chilli Cottage Cheese,,0,223.0
JMD Bakery & Fast Food,3.6,4.2,8,0,Beverages,Durgapura, Jaipur,Honey Chilli Potato,BESTSELLER,0,180.0
Buhari Vintage Hotel,3.5,4.1,101,0,Beverages,Kilpauk, Chennai,Kadai Vegetable,SPICY,0,285.0
Chote Nawab,4.0,3.6,668,0,Sichuan,Chembur, Mumbai,Paneer Lasooni Tikka,,0,299.0
The Kati Roll Shop,4.2,4.0,422,0,Kebab,Gopalapuram, Chennai,Chilly Mushroom Roll,,14,160.0
Burger Singh - Big Punjabi Burgers,3.8,4.2,11,210,Fast Food,Raja Park, Jaipur,Cheesy Fries Hot Shock,,0,149.0
Gajanand Pauva House,3.7,3.9,15,214,Shake,Navrangpura, Ahmedabad,3 In 1 Milkshake [250 ml],,0,90.0
Burgeria,4.0,4.3,29,0,Beverages,Kaloor, Kochi,Potato Tots,,24,150.0
Gusto Pizza,,3.8,0,77,Fast Food,Mylapore, Chennai,Pork Pepperoni & Margherita Half & Half Pizza,,0,289.0
The Royal Rucchik Restaurant,3.4,3.2,9,381,Sichuan,Porvorim, Goa,Prawns Peri Peri,,0,220.0
Meat And Eat,3.0,3.7,77,0,Beverages,Royapettah, Chennai,Peri Peri Fries - Regular,,0,99.0
Pokket Cafe,3.4,3.5,38,139,Desserts,Karve Nagar, Pune,Chicken Nuggets Momos,,0,170.0
Roopali Veg,3.6,4.2,20,0,Beverages,Bibvewadi, Pune,Veg Begam Bahar,,0,240.0
Ceylon Bake House,4.0,3.7,415,0,Rolls,Marine Drive, Kochi,3 Porotta With Chicken Chilli Fry,BESTSELLER,38,225.0
Shree Santosh Family Dhaba,4.1,4.1,182,0,Beverages,Himayath Nagar, Hyderabad,Kadai Mushroom,,0,320.0
NR - Navaratna Udupi Pure Veg,,3.8,2,418,South Indian,Porvorim, Goa,Kaju Curry,,0,300.0
Platform 65,4.0,4.0,924,0,Beverages,Dilsukhnagar, Hyderabad,Rara Gosht,,0,399.0
Atlanta  Family Resto And Bar,,,0,0,Ice Cream,Porvorim, Goa,Paneer Tikka,,0,350.0
Domino's Pizza,3.9,3.9,563,0,Fast Food,Entally, Kolkata,Meal for 2: Pepper BBQ Chicken & Spiced Double Chicken,Not eligible for coupons,0,579.0
Samco,3.8,4.2,634,0,Beverages,Alwarpet, Chennai,Fish Curry,,0,444.0
WOW! China,4.0,3.8,77,709,Seafood,Aminijikarai, Chennai,Chicken Noodles In Schezwan Sauce Regular,SPICY,5,285.0
Galaxy Food Centre,,3.6,0,242,Pizza,Samta Colony, Raipur,Boiled Egg,,0,13.0
Liza Restaurant,3.9,4.1,141,0,Beverages,Vepery, Chennai,Apple Milkshake,,0,99.0
Burger Shack,3.9,4.2,78,0,Beverages,C Scheme, Jaipur,Achari Chatkara Burger,,50,79.0
Eagle Bites Pizza,4.3,4.0,0,0,Pizza,Ruby Hospital Area, Kolkata,Coolberg Ginger 330 Ml,MUST TRY,0,120.0
Chowman,4.4,4.1,882,0,Beverages,Hatibagan, Kolkata,Chicken Satay With Peanut Sauce,,7,330.0
Casa Blanca,,3.6,0,0,Continental,Byculla, Mumbai,Chocolate Cold Coffee,,0,329.0
JBT Jaipur Burger Truck,3.9,4.2,15,0,Fast Food,Vaishali Nagar, Jaipur,Strawberry Shake,,0,210.0
7 Plates,,4.3,0,0,Seafood,Frazer Town, Bangalore,Murgh Punjabi,SPICY,0,344.0
Jay Bhavani Vadapav,3.9,3.2,294,0,Beverages,Navrangpura, Ahmedabad,Cheese Sandwich,BESTSELLER,0,90.0
Redaan Restaurant,,4.3,3,743,North Indian,Charminar, Hyderabad,Biryani Rice,,8,130.0
Spice 9 Restaurant,3.6,3.9,30,0,Seafood,Malakpet, Hyderabad,Fish Dum Biryani,,9,320.0
Hari Super Sandwich,3.8,3.8,1,304,Street Food,Seshadripuram, Bangalore,American Sweet Corn Sandwich,,51,53.0
Subway,3.7,4.2,181,0,Beverages,Theatre Road, Kolkata,Spinach'n Cheese Patty Sandwich,,0,212.38
RR62 - Cafe & Kitchen,4.2,3.8,177,0,Beverages,Pink City, Jaipur,American Corn Cheese Ball,,0,290.0
Mr. Brown - Danbro,,4.2,0,789,Coffee,Nirala Nagar, Lucknow,Jeera Puff Cookies,Not eligible for coupons,0,118.64
Haka,,3.9,0,804,Sichuan,Khar, Mumbai,Manchurian Fried Rice,BESTSELLER,21,285.0
Samco,3.8,4.2,634,0,Beverages,Alwarpet, Chennai,Dragon Paneer,,0,308.0
St. Louis Pizza,,3.4,0,225,Beverages,Bais Godam, Jaipur,St. Chicken Maxican Twist Pizza,,0,252.0
Behrouz Biryani,,4.1,0,644,Kebab,Shanti Nagar, Bangalore,Raan-E-Murgh Biryani with Mango Ice Cream (100ml),,0,559.0
Arham,4.1,4.1,230,0,Beverages,Ajmer Highway, Jaipur,French Fries,,0,120.0
Chickpet Donne Biryani House,2.6,3.8,5,487,Kebab,Jayanagar, Bangalore,Egg Chilly,,0,159.0
Cups & Cones,4.1,4.0,70,0,Beverages,Vyttila, Kochi,Veg Afghani Malai Momos,,7,109.0
Gokul Oottupura,4.0,4.0,73,0,Shake,Pallimukku, Kochi,Podi Idli Fry,BESTSELLER,13,140.0
Hotel Karavali Food Point,3.7,3.6,196,0,Chinese,Vijay Nagar, Bangalore,Chicken Pepper Dry,,10,130.0
Aroma's Hyderabad House,4.0,4.2,528,0,Beverages,Erandwane, Pune,Chicken Fry With Bone,,0,299.0
SLAY Coffee,,3.9,0,0,Shake,Worli, Mumbai,Masala Paneer Tikka Wrap,,11,179.0
Go Grill,3.0,4.2,0,205,BBQ,Arumbakkam, Chennai,Mojito- Ginger Mint,,0,120.0
Writer's Cafe,4.1,4.0,31,0,Beverages,Egmore, Chennai,Spinach & Cheese Baked Strata,SPICY,0,305.0
Pizza Bar,3.5,3.9,8,607,Fast Food,Sodala, Jaipur,Margherita Pizza,BESTSELLER,57,200.0
Hyderabadi Laziz,3.8,3.5,74,0,Hyderabadi,Karve Nagar, Pune,Iced Tea (300 ml),,0,130.0
Andhra Gunpowder,,4.3,0,0,Hyderabadi,Seshadripuram, Bangalore,Sweet Lassi,,24,65.0
Pizza@99,,3.2,0,578,Fast Food,Rajajinagar, Bangalore,Corn Pizza [7 inches],BESTSELLER,54,120.0
Navrang Restaurant,3.8,3.9,122,0,Sichuan,Royapettah, Chennai,Paneer Stuffed Naan,,0,90.0
Moti Mahal,4.0,3.6,70,0,Pizza,Jawahar Nagar, Raipur,Onion Tomato Uttapam,,0,126.0
Tan-Sukh By Kanha,4.1,4.1,301,0,Desserts,C Scheme, Jaipur,Salted Fresh Lime Soda,,0,90.0
Chaayos Chai+Snacks=Relax,,3.8,0,247,Beverages,Camp Area, Pune,Chaayos Chai(MK) With Vada Pav,BESTSELLER,0,149.0
Karachi Sweet Mart,,3.9,0,730,Fast Food,Camp Area, Pune,Garlic Sew 200 Gm,,0,82.0
Onesta,,3.6,0,197,Beverages,Mantri Square, Bangalore,Tiramisu Jar,,5,99.0
The Kalika Hut,3.5,3.7,12,0,Fast Food,Hazratganj, Lucknow,Kosani Stuffed Paneer,,0,220.0
Chitale Xpress,,4.3,0,108,Beverages,Prabhadevi, Mumbai,Khava Poli [4 Pieces],,0,100.0
Vadilal - Scoop Shop,3.3,4.5,29,843,Beverages,Ellis Bridge, Ahmedabad,Choco Brownie Cone Ice Cream [110 ml],,11,33.89
McDonald's,3.6,4.2,2,0,Beverages,Shaniwar Peth, Pune,McSaver Corn & Cheese Burger Meal,,17,299.04
Apni Rasoi Int,3.6,3.8,356,0,Fast Food,Pandav Nagar, New Delhi,Changezi Chaap,,0,160.0
Sri Udupi Food Hub,3.3,4.1,7,0,Beverages,Majestic, Bangalore,Gobi Crispy,,0,170.0
Kings Kulfi,4.5,4.4,227,0,Shake,Rajinder Nagar, New Delhi,Vanilla,,12,81.0
Domino's Pizza,2.8,3.6,33,0,Fast Food,Matunga West, Mumbai,Non Veg Loaded,BESTSELLER,40,169.0
BOX8 - Desi Meals,,4.1,0,0,Beverages,Wadala, Mumbai,Banarasi Dum Aloo 500ml Family Pack,,0,288.0
Living Bowls,,3.7,0,604,Juices,Koramangala 7th Block, Bangalore,Spicy Tapioca Chips,,6,39.0
Meghana Foods,4.3,4.4,0,0,Seafood,Residency Road, Bangalore,Kalmi Kabab (4 Pieces),,52,330.0
The Waffle Bite,,4.1,0,168,Fast Food,Bais Godam, Jaipur,OTC Pizza,,0,180.0
Capital Multi Cuisine Restaurant,4.2,3.9,0,0,Beverages,Malakpet, Hyderabad,Veg Chatpata,,0,336.0
Om Food Centre,3.6,3.8,2,484,Kathiyawadi,Satellite, Ahmedabad,Veg Biryani,,0,190.0
New Grand Restaurant & Bakery,4.0,4.0,129,0,Bakery,Begum Bazaar, Hyderabad,Apollo Fish,,15,168.0
FreshMenu,,3.9,0,0,Chinese,Frazer Town, Bangalore,BBQ Grilled Chicken-Veggie Meal,,0,299.0
Shivam Classic,,,0,3,Beverages,Panaji, Goa,Chicken Clear Soup,,0,110.0
Calicut Notebook,3.9,4.0,121,0,Biryani,Kaloor, Kochi,Squid Varatiyathu,,12,360.0
Unlimited Pizza and Fast Food Corner,,3.9,0,56,Street Food,Amer Road, Jaipur,Peri peri spicy noodles,,0,80.0
Lulu Hypermarket,3.9,3.9,23,0,Bakery,Rajajinagar, Bangalore,Butter Bread Large,,8,75.0
Wat-a-Burger! - India ka Burger,3.8,4.0,71,0,Beverages,Hazratganj, Lucknow,Fried Jalapeno Poppers,,0,219.0
A1 Ambur Briyani & Kababs,4.0,3.7,92,0,Chinese,Aminijikarai, Chennai,Beef Fried Rice (2) + Beef Manchurian,,0,499.0
Cream Stone Ice Cream,4.1,4.3,133,0,Desserts,Begum Bazaar, Hyderabad,Desi Delight Sugar Free,,9,159.0
99 Pancakes,3.8,4.1,92,659,Beverages,Matunga East, Mumbai,Bubbleisious Oreo Shake (300 ml),,0,210.0
Sarvi Restaurant,4.2,4.0,0,0,Beverages,Banjara Hills, Hyderabad,Chilli Paneer Dry,,0,285.0
Subway,3.8,3.8,113,0,Beverages,Malakpet, Hyderabad,Tandoori Chicken Tikka Signature Wrap,BESTSELLER,8,306.0
Buhari Vintage Hotel,3.5,4.1,101,0,Beverages,Kilpauk, Chennai,Schezwan Chicken Noodles,SPICY,0,315.0
The Diamond Pizza & Chinese Point,3.8,3.6,6,57,Fast Food,Jankipuram, Lucknow,Pav Bhaji,,0,130.0
George Restaurant,3.9,4.0,0,0,Beverages,Camp Area, Pune,Chicken Hyderabadi,,12,425.0
Oudh 1590,4.2,4.1,0,0,Desserts,Sector 1, Kolkata,Mahi Tikka Kabab [4 Pieces],,11,475.0
Sodhani Sweets Pvt. Ltd.,,4.4,0,0,Mithai,Bapu Nagar, Jaipur,Badam Katli,,28,514.29
Hotel Shubham Prestige,3.5,3.8,57,0,Beverages,Saroor Nagar, Hyderabad,Kaju Paneer Biryani,BESTSELLER,80,185.0
Hira Sweets,,4.0,0,0,Mithai,Laxmi Nagar, New Delhi,Karachi Halwa [500 grams],,0,190.48
Edabba,,3.9,0,0,Pizza,Esplanade, Kolkata,Chicken Khichdi,,11,260.0
Neelkanth Sweets,4.2,4.3,779,0,Beverages,Gomti Nagar, Lucknow,Chenna Angoor,,0,175.0
The Momoz Hub,,4.0,0,183,Beverages,C Scheme, Jaipur,Snickers Superior,,0,252.0
Peaberrys,,4.3,0,77,Pizza,Esplanade, Kolkata,Chocolate Tart [2 Pieces],,0,230.0
Faasos - Wraps & Rolls,,4.0,0,0,Rolls,Abids, Hyderabad,(Serves 2) Double Value Egg Wrap & Chicken Bowl Meal (Non-Veg),,0,389.0
Agarwal Caterers,3.6,4.3,54,0,Fast Food,Shastri Nagar, Jaipur,Meda Petha,,31,80.95
Chapter One,4.3,3.8,20,228,Pizza,Shankar Nagar, Raipur,Kitkat Milkshake,,0,159.0
Hotel Paramount,4.1,4.2,975,0,Beverages,Kilpauk, Chennai,Kaadai 65 (each),,0,160.0
Razakhiya Hotel,3.7,3.9,60,0,Sichuan,HBR Layout, Bangalore,Chicken Ginger Dry,,0,160.0
Sardaar Ji Chicken Co.,2.8,3.6,10,0,BBQ,Malviya Nagar, Jaipur,Aloo Tamatar,,0,205.0
Tan-Sukh By Kanha,4.1,4.1,301,0,Desserts,C Scheme, Jaipur,Rasmalai [2 Pieces],,9,160.0
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,P 23 Mexcian Mast Tug Pizza,,0,270.0
Mehfil,4.1,4.0,0,0,North Indian,Narayanguda, Hyderabad,Chicken Special Shawarma,BESTSELLER,421,135.0
Cream Craver,4.1,4.2,0,0,Beverages,Camp Area, Pune,Jeera Aloo,,0,200.0
Empire Plaza,3.3,3.6,69,0,South Indian,Marad, Kochi,Lebanese chicken mandhi,,28,259.0
Harishankar Veg Restro,3.8,4.1,273,0,Beverages,Raja Park, Jaipur,Channa Masala,,30,190.0
Shri Shyam Bhature Wala,,4.2,0,0,North Indian,Vaishali Nagar, Jaipur,Lassi,MUST TRY,170,70.0
The Bahubelly,3.4,3.8,98,0,Pizza,Kankurgachi, Kolkata,BBQ Grilled Chicken Burger,,0,199.0
Sahara Family Restaurant,3.3,3.8,4,507,Sichuan,Chembur, Mumbai,Chicken Laziz,,6,324.0
Marhaba Shawarma & Wraps,3.7,4.0,26,587,Shake,Himayath Nagar, Hyderabad,Special Chicken BBQ Rumali grilld Shawarma,BESTSELLER,135,180.0
1441 Pizzeria,,4.0,0,0,Desserts,Sion, Mumbai,Cheese Garlic Bread,,50,195.0
Hot N Spicy,,3.6,0,0,Sichuan,Worli, Mumbai,Chicken Combination Rice,MUST TRY,41,140.0
JMD Bakery & Fast Food,3.6,4.2,8,0,Beverages,Durgapura, Jaipur,Masala Plain Maggi,,7,60.0
Domino's Pizza,3.5,4.2,4,0,Desserts,Perambur, Chennai,Summer Special Dessert Combo @ Rs.160 off,Not eligible for coupons,0,649.0
Fayrouz,4.3,4.1,322,0,Beverages,Prahlad Nagar, Ahmedabad,Mutton Spicy Andhra Masala,,0,621.0
Gokul Oottupura,4.0,4.0,73,0,Shake,Pallimukku, Kochi,Babycorn Mutter,CHEF'S SPECIAL,0,225.0
WOW! Momo,3.7,4.2,66,0,Fast Food,Sealdah Area, Kolkata,Veg Delight Pan Fried Momo in Schezwan Sauce,,8,165.0
Adhiya Beef Biriyani,,3.6,0,0,Biryani,Nungambakkam, Chennai,Beef Manchurian Curry,,0,140.0
Victorian Bakery,,4.1,0,0,Street Food,Jawahar Nagar, Jaipur,Victorian Special Patties,CHEF'S SPECIAL,17,55.0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Boneless Butter Chicken,,16,259.0
Yashwanth Pizza Den,,4.0,0,15,Beverages,RTC X roads, Hyderabad,Chicken Grilled Burger,BESTSELLER,0,130.0
The Exotic Shawarma,3.7,4.0,44,0,Shawarma,Mehdipatnam, Hyderabad,Classic French Fries,,18,129.0
Balaram Mullick & Radharaman Mullick Sweets,3.3,4.5,6,0,Pizza,Theatre Road, Kolkata,Plain Aloo Chips [200 grams],,0,100.0
Blue Tokai Coffee Roasters,4.3,4.1,265,0,Desserts,Mahalaxmi, Mumbai,Country Sourdough,,0,200.0
Chote Nawab,4.0,3.6,668,0,Sichuan,Chembur, Mumbai,Paneer Spring Roll,,0,230.0
Hot Pizza Ace,,3.6,0,0,Shake,Gomti Nagar, Lucknow,Tomato and Corn Pizza [7 Inches],,0,179.0
Meat And Eat,3.0,3.7,77,0,Beverages,Royapettah, Chennai,Peri Peri Fries - Regular,,0,99.0
McDonald's,3.6,3.9,152,0,Fast Food,Anna Salai, Chennai,Grilled Chicken & Cheese Burger + Masala Wedges (R),,0,196.19
Chowman,4.4,4.1,882,0,Beverages,Hatibagan, Kolkata,Wok Tossed Hakka Noodles Veg,BESTSELLER,118,195.0
Ande Ka Funda,3.2,3.8,92,0,Chinese,BTM, Bangalore,Paneer Egg Paratha,,16,60.0
Eating Circles,4.6,4.1,875,0,South Indian,Alwarpet, Chennai,Curd Rice+Kesari+Pickle,,7,160.0
Natural Ice Cream,4.2,4.5,368,0,Shake,JM Road, Pune,Fig and Honey (Medium Fat) Ice Cream,,0,69.92
Harishankar Veg Restro,3.8,4.1,273,0,Beverages,Raja Park, Jaipur,Mattar Paneer Combo,,5,240.0
Pavdos Cafe,3.8,3.7,44,0,Pizza,Civil Lines, Raipur,Paneer Toofani Sandwich,,0,140.0
Keventers - Milkshakes & Desserts,3.4,4.1,5,0,Desserts,New Market Area, Kolkata,Cookies & Cream Ice Cream [100 ml],,18,83.9
Delhi Zaika,3.8,3.6,327,0,Beverages,Mahim, Mumbai,Chicken Roasted Sizzler,,0,789.0
Anand Bhajipav & Pulav Ankurwala,3.8,4.0,277,0,Street Food,Naranpura, Ahmedabad,Paneer Chilli Dry,BESTSELLER,60,190.0
